92,5m0u,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
93,5m0v,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
94,zv8e,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
95,hl74,Hook and Loop Fastener - No top binding,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
96,kedm,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
97,l4if,black cap,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Other,2022-11-05 20:57:09.960325
98,l4dv,Red/black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
99,l4gu,blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
100,5m3f,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
101,zv8c,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
102,l4he,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
103,kedk,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
104,kedv,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
105,kedl,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
106,l4h6,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
107,l4h7,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
108,5ma5,Flames apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
109,5lx2,APRON BLUE SPIRAL GEOMETRIC,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
110,5m9p,Red Apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
111,zv8f,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
112,kedu,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
113,l4ja,red skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:57:09.960325
114,l4j9,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
115,l4j8,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
116,l4hh,Blue paisley skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
117,l4hj,Blue paisley vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
118,l4h2,blue and green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
119,l4h3,blue and green vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
120,l4h8,blue and green skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
121,kedj,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
122,kedi,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
123,kedq,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
124,kedn,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
125,kedo,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
126,l4hc,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
127,l4hb,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
128,cfga,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Not Selected,2022-11-05 20:57:09.960325
129,l4ha,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
130,l4h4,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
131,5m6g,green/blue apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.960325
132,5m5y,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.960325
133,5m5l,green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.960325
134,5m65,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.960325
135,5m5t,green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.960325
136,5m5o,green/purple apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.960325
137,5m5y,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.960325
138,l49z,green/blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Thyroid Shield,2022-11-05 20:57:09.960325
139,5m6g,green/blue apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.960325
140,5m6i,no description,Not Selected,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.960325
141,5m6c,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.960325
142,5m6h,green/blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Thyroid Shield,2022-11-05 20:57:09.960325
143,3vu2,Black Frontal Apron,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
144,l4dk,maroon skirt (yellow inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Standard Skirt,2022-11-05 20:57:09.960325
145,l49y,Green/Blue Thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.960325
146,l4ed,maroon/yellow vest,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Standard Vest,2022-11-05 20:57:09.960325
147,l4dd,maroon thyroid shield (blue inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:57:09.960325
148,5m6n,green/blue apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.960325
0,5m1h,CAMO FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
1,5m1e,CAMO FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
2,5lz5,MULTI COLOERED THYROID,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:57:09.990065
3,5m1f,CAMO FRONTAL APRON,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
4,l49t,pink camo apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Buckle,2022-11-05 20:57:09.990065
5,keej,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
6,5m1g,CAMO FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
7,5m1c,BLACK FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Not Selected,2022-11-05 20:57:09.990065
8,5m1d,BLACK THYROID SHIELD ORLANDOS,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Thyroid Shield,2022-11-05 20:57:09.990065
9,5lzz,BLUE THYROID COLLAR,Not Selected,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:57:09.990065
10,5m1y,Vari-Flex red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Buckle,2022-11-05 20:57:09.990065
11,keek,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
12,5lwt,LAVENDER/TEAL GEOMETRICS,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
13,5m2m,Blue confetti thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,BREAST CENTER,Thyroid Shield,2022-11-05 20:57:09.990065
14,fsjb,Blue lap shield,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
15,l4i7,black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Not Selected,2022-11-05 20:57:09.990065
16,fsjc,blue lap apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
17,bu8x,Sleeves,Not Selected,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
18,here,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
19,5m1r,pink skirt apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Half Apron,2022-11-05 20:57:09.990065
20,5m3g,boat lap apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
21,l47q,Rolling Sheild,INW MultiCare Health Center,ROCKWOOD CLINICS,VALLEY,Not Selected,2022-11-05 20:57:09.990065
22,5m41,Left glove,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Leaded Glove,2022-11-05 20:57:09.990065
23,5m40,Right glove,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Leaded Glove,2022-11-05 20:57:09.990065
24,5m15,navy blue lap apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Other,2022-11-05 20:57:09.990065
25,f3t3,BLUE THYROID,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
26,5lwn,"FRONTAL APRON, BLUE/GREEN PLAID",INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
27,kecv,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
28,zwdx,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
29,hl7b,Hook and Loop Fastener - No top binding,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
30,5m3p,Teal,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
31,l4bd,Ped Triangle,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Not Selected,2022-11-05 20:57:09.990065
32,cpa1,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
33,1kp4,"FRONTAL APRON, RED",Not Selected,DEACONESS HOSPITAL,OR,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
34,5lxa,RED BUTTERFLY FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
35,hkcp,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
36,helr,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
37,5lx3,GREEN ALLIGATOR FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
38,5m1p,confetti frontal,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
39,5m1s,BLACK WITH PAINT SPLATTER FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
40,hl7b,Hook and Loop Fastener - No top binding,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
41,5m1t,BLACK WITH SPLATTER PAINT FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.990065
42,5m2l,blue rolling shield,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
43,l4gc,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
44,f3u2,ACU PATTERN,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
45,zwdy,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
46,l4gs,Blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
47,5lwo,"LEADED GLOVE, GREEN",INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Leaded Glove,2022-11-05 20:57:09.990065
48,l497,Black apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.990065
49,ked3,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
50,ked0,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
51,ked2,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
52,5lyo,red and black diamond,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
53,gehk,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
54,5lxh,"FRONTAL APRON, PURPLE FLORAL",INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
55,5m0f,BLUE WRAP AROUND PREGNANCY,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Wrap Around,2022-11-05 20:57:09.990065
56,5lx6,Green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
57,l4a7,blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:57:09.990065
58,5lx1,SPORT THEME THYROID SHIELD,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Thyroid Shield,2022-11-05 20:57:09.990065
59,l4gt,black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
60,5m23,BLUE TRIBAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Thyroid Shield,2022-11-05 20:57:09.990065
61,zv83,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
62,zv84,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
63,f3ty,TEAL THYROID,Not Selected,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
64,l4gh,Blue medtronic thyroid shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
65,kedt,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
66,b8jh,Tethered Thyroid Collar With Hook and Loop Fastener,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
67,zv85,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
68,l4ij,red/space apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
69,5m78,red skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:57:09.990065
70,5lxo,RED VEST,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:57:09.990065
71,zv86,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
72,5m79,red vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:57:09.990065
73,5m7e,no description,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
74,l4jv,red/sea thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
75,l4ik,red/sea apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
76,kedw,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
77,l4it,maroon thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
78,l4is,maroon vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:57:09.990065
79,l4iu,maroon skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:57:09.990065
80,zv87,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
81,zv88,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
82,5m6y,Maroon tie dye vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:57:09.990065
83,zv89,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
84,5lxp,RED SKIRT,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:57:09.990065
85,5m3e,Yellow thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
86,zv8a,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
87,3r5e,"Standard Vest with Buckle Closure, blue",INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
88,chrr,"Standard Skirt, blue",INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
89,zv8d,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
90,kee7,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
91,l498,Camo thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
92,5m0u,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
93,5m0v,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
94,zv8e,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
95,hl74,Hook and Loop Fastener - No top binding,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
96,kedm,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
97,l4if,black cap,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Other,2022-11-05 20:57:09.990065
98,l4dv,Red/black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
99,l4gu,blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.990065
100,5m3f,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
101,zv8c,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
102,l4he,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
103,kedk,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
104,kedv,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
105,kedl,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
106,l4h6,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
107,l4h7,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
108,5ma5,Flames apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
109,5lx2,APRON BLUE SPIRAL GEOMETRIC,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
110,5m9p,Red Apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
111,zv8f,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
112,kedu,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
113,l4ja,red skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:57:09.990065
114,l4j9,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.990065
115,l4j8,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
116,l4hh,Blue paisley skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
117,l4hj,Blue paisley vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
118,l4h2,blue and green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
119,l4h3,blue and green vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
120,l4h8,blue and green skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
121,kedj,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
122,kedi,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
123,kedq,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
124,kedn,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
125,kedo,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.990065
126,l4hc,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
127,l4hb,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
128,cfga,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Not Selected,2022-11-05 20:57:09.990065
129,l4ha,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
130,l4h4,red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.990065
131,5m6g,green/blue apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.990065
132,5m5y,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.990065
133,5m5l,green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.990065
134,5m65,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.990065
135,5m5t,green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.990065
136,5m5o,green/purple apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.990065
137,5m5y,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.990065
138,l49z,green/blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Thyroid Shield,2022-11-05 20:57:09.990065
139,5m6g,green/blue apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.990065
140,5m6i,no description,Not Selected,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.990065
141,5m6c,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.990065
142,5m6h,green/blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Thyroid Shield,2022-11-05 20:57:09.990065
143,3vu2,Black Frontal Apron,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Frontal Apron with Velcro,2022-11-05 20:57:09.990065
144,l4dk,maroon skirt (yellow inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Standard Skirt,2022-11-05 20:57:09.990065
145,l49y,Green/Blue Thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:57:09.990065
146,l4ed,maroon/yellow vest,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Standard Vest,2022-11-05 20:57:09.990065
147,l4dd,maroon thyroid shield (blue inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:57:09.990065
148,5m6n,green/blue apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.990065
0,5m6n,green/blue apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Frontal Apron with Buckle,2022-11-05 21:14:23.598031
1,arl0,Standard Skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 21:14:23.598031
2,5m66,green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 21:14:23.598031
3,5m6b,green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 21:14:23.598031
